Player,Shot,Stroke,Spin,Speed (MPH),Point,Game,Set,Shot Placement (x),Shot Placement (y),Racket Contact (x),Racket Contact (y),Racket Contact (z),Direction,Result
Juan Potro,1,Serve,Kick,27.475464,1,0,0,0.280807,6.591698,0.455505,23.861275,2.614005,down the T,Out
Roger Federer,2,Forehand,Topspin,52.809109,1,0,0,1.656616,18.744608,0.87783,2.710557,1.382384,down the line,In
Juan Potro,3,Backhand,Topspin,43.280182,1,0,0,-0.915476,2.65476,2.992021,22.844015,1.403521,cross court,In
Roger Federer,4,Serve,Flat,81.561409,2,0,0,2.449708,16.214043,-0.619428,-0.174302,2.474288,out wide,In
Juan Potro,5,Backhand,Slice,28.52264,2,0,0,0.147459,13.25697,3.722276,24.212797,0.91655,cross court,Net
Roger Federer,6,Serve,Slice,79.703606,3,0,0,-2.273048,6.351611,0.304096,0.529916,2.35627,out wide,Net
Roger Federer,7,Serve,Flat,67.037132,4,0,0,2.054011,6.375612,-0.325713,0.438215,2.400024,out wide,Net
Roger Federer,8,Serve,Flat,74.214836,5,0,0,3.329438,16.274467,-0.342778,0.454829,2.457031,out wide,In
Juan Potro,9,Backhand,Topspin,34.82856,5,0,0,-0.733661,13.572134,4.825943,25.110918,0.986921,down the line,Net
Roger Federer,10,Serve,Flat,81.077286,6,0,0,-0.710081,17.518543,0.074468,0.099784,2.206571,down the T,In
Juan Potro,11,Backhand,Slice,63.794819,6,0,0,-0.506766,4.355731,-1.455019,24.094896,0.8938,inside in,In
Roger Federer,12,Forehand,Topspin,28.109072,6,0,0,-2.14207,5.648626,-0.624504,2.75358,0.520216,inside out,Net
Roger Federer,13,Serve,Slice,83.525909,7,0,0,2.311956,15.868601,-0.538135,0.275617,2.3758,out wide,In
Juan Potro,14,Backhand,Flat,39.68174,7,0,0,-1.73404,1.194197,3.646887,23.959021,0.851295,cross court,In
Roger Federer,15,Forehand,Topspin,51.378765,7,0,0,1.250072,17.265667,-2.317276,-1.533719,0.637786,inside out,In
Juan Potro,16,Backhand,Flat,53.017933,7,0,0,3.161165,4.944668,2.441895,24.35861,0.979887,down the line,In
Roger Federer,17,Serve,Flat,74.529182,8,0,0,-3.453252,17.209644,0.469743,0.235937,2.348572,out wide,In
Juan Potro,18,Forehand,Topspin,43.464867,8,0,0,4.841546,-1.268199,-4.386969,23.576994,0.854428,cross court,Out
Roger Federer,19,Serve,Flat,88.348022,9,0,0,-1.132638,16.786098,0.204693,0.025827,2.00761,down the T,In
Juan Potro,20,Backhand,Topspin,46.929001,9,0,0,1.133686,5.522742,-1.768028,23.745205,0.968583,inside out,In
Roger Federer,21,Forehand,Topspin,62.47691,9,0,0,2.781338,19.925825,1.913556,3.569475,1.425751,down the line,In
Juan Potro,22,Backhand,Topspin,75.35408,9,0,0,0.099558,8.288066,3.232162,25.820879,0.916668,down the line,In
Roger Federer,23,BH Volley,Flat,24.248772,9,0,0,2.034313,18.979763,0.099558,7.762819,0.893416,down the line,In
Juan Potro,24,Backhand,Topspin,74.824783,9,0,0,2.482729,5.856718,2.178485,23.270292,0.583009,down the line,In
Roger Federer,25,FH Volley,Flat,24.979544,9,0,0,2.659008,18.968796,2.482729,11.795033,0.682863,down the line,In
Roger Federer,26,Serve,Flat,79.618927,10,0,0,4.153704,17.438717,-0.655261,-0.56347,2.474273,out wide,Out
Juan Potro,27,Backhand,Topspin,62.747383,11,0,0,-0.642636,8.506111,5.180975,23.927687,1.258727,down the line,In
Roger Federer,28,Serve,Flat,67.39856,12,0,0,1.83078,15.944054,-0.915219,1.157217,2.363508,down the T,In
Juan Potro,29,Forehand,Flat,72.023399,12,0,0,1.181044,1.032696,3.545734,21.880636,1.259504,inside in,In
Roger Federer,30,Forehand,Flat,37.516582,12,0,0,1.589664,20.122831,0.983698,-0.171883,0.387013,down the line,In
Juan Potro,31,Forehand,Topspin,80.969986,12,0,0,1.797691,2.299524,1.782135,23.892626,1.305903,inside in,In
Roger Federer,32,Forehand,Flat,42.472458,12,0,0,-0.84052,19.592907,2.141459,-2.374911,0.73118,cross court,In
Juan Potro,33,Forehand,Topspin,45.466377,12,0,0,1.698215,17.087894,-0.959033,24.756416,1.017372,down the line,Net
Roger Federer,34,Serve,Flat,83.842194,13,0,0,-1.275404,18.077669,0.734859,1.032929,2.275506,down the T,In
Juan Potro,35,Backhand,Slice,37.545135,13,0,0,-1.51376,-0.548552,-1.689502,24.247942,1.401815,inside in,Out
Roger Federer,36,Serve,Flat,67.446037,14,0,0,1.61563,15.435036,-0.795177,0.902495,2.275847,down the T,In
Juan Potro,37,Forehand,Topspin,54.217308,14,0,0,2.296988,3.943695,3.174786,21.495207,1.345369,inside in,In
Roger Federer,38,Forehand,Topspin,48.256439,14,0,0,-2.129267,18.903528,2.647641,0.905311,0.900809,cross court,In
Juan Potro,39,Forehand,Topspin,54.83345,14,0,0,-2.642392,2.38611,-2.65646,24.813803,0.861961,down the line,In
Roger Federer,40,Backhand,Flat,56.380497,14,0,0,1.416304,19.22315,-2.560655,-1.529473,0.893245,cross court,In
Juan Potro,41,Backhand,Topspin,55.986511,14,0,0,1.835766,1.918944,2.953384,24.813391,0.908964,down the line,In
Roger Federer,42,Forehand,Topspin,56.86644,14,0,0,-1.368007,22.015209,1.904032,-0.682703,1.090484,cross court,In
Juan Potro,43,Forehand,Topspin,63.353012,14,0,0,4.14701,0.830956,-1.783378,24.289457,0.747196,down the line,Out
Juan Potro,44,Serve,Kick,74.820808,15,0,0,0.517327,7.039295,-0.488472,23.577459,2.567266,down the T,In
Roger Federer,45,Backhand,Topspin,47.695316,15,0,0,0.647133,11.226854,1.669165,-1.124199,0.819712,inside out,Net
Juan Potro,46,Serve,Flat,64.829491,16,0,0,-2.994729,6.571263,0.573821,22.462557,2.44433,out wide,In
Roger Federer,47,Backhand,Flat,48.997902,16,0,0,0.19537,20.161917,-5.313034,-0.061961,1.092374,down the line,In
Juan Potro,48,Forehand,Flat,62.036026,16,0,0,-2.057079,3.622244,3.233051,24.913843,1.161958,inside out,In
Roger Federer,49,Backhand,Topspin,45.571362,16,0,0,0.527078,19.024603,-2.734714,-1.193283,0.574686,cross court,In
Juan Potro,50,Forehand,Topspin,61.228054,16,0,0,-0.845417,2.01989,1.020084,24.446936,0.93467,inside out,In
Roger Federer,51,Forehand,Topspin,53.460373,16,0,0,-2.260369,18.535294,-1.08756,-0.640179,0.727073,inside in,In
Juan Potro,52,Forehand,Topspin,61.003567,16,0,0,0.802757,17.76152,-2.176286,25.127932,0.839068,down the line,Net
Juan Potro,53,Serve,Flat,105.621231,17,0,0,0.108728,4.570067,-0.437844,23.33823,1.897645,down the T,Out
Juan Potro,54,Serve,Flat,105.292671,18,0,0,-2.596622,17.76152,0.761816,23.835304,2.537862,out wide,Net
Juan Potro,55,Serve,Flat,90.865471,19,0,0,-2.273009,6.061948,0.830131,24.601645,2.684781,down the T,In
Roger Federer,56,Backhand,Flat,47.399857,19,0,0,3.466434,18.339075,-3.229161,0.620138,0.936411,cross court,In
Juan Potro,57,Backhand,Topspin,59.842022,19,0,0,-0.260653,2.508718,4.73157,25.682302,0.957477,down the line,In
Roger Federer,58,Forehand,Topspin,62.006424,19,0,0,-3.156551,17.960142,-1.141152,-1.753572,1.149333,inside in,In
Juan Potro,59,Serve,Slice,121.357552,20,0,0,-0.021116,7.515571,-0.404082,23.661106,1.919955,down the T,In
Juan Potro,60,Serve,Slice,70.564865,21,0,0,0.492534,6.522814,-0.433631,24.825394,2.57194,down the T,In
Roger Federer,61,Backhand,Flat,48.051506,21,0,0,3.136974,17.997784,1.051625,0.904808,1.028158,inside in,In
Juan Potro,62,Backhand,Topspin,65.040268,21,0,0,-1.305279,4.054857,3.731534,25.505735,0.730347,cross court,In
Roger Federer,63,Backhand,Flat,48.413128,21,0,0,1.176002,16.119745,-2.646391,-0.095922,0.773937,cross court,In
Juan Potro,64,Backhand,Topspin,54.9856,21,0,0,-2.159378,2.730635,2.5389,23.925117,0.788738,cross court,In
Roger Federer,65,Backhand,Topspin,50.163437,21,0,0,0.915545,18.882454,-2.883756,-1.508078,0.777566,cross court,In
Juan Potro,66,Forehand,Topspin,62.515434,21,0,0,-2.243027,2.988193,1.776406,24.704134,0.916269,inside out,In
Roger Federer,67,Backhand,Flat,47.497765,21,0,0,0.766742,18.451721,-2.83681,-1.40924,0.67136,cross court,In
Juan Potro,68,Forehand,Topspin,56.139835,21,0,0,-2.056574,1.143651,1.40489,24.668253,0.883388,inside out,In
Roger Federer,69,Backhand,Flat,45.35582,21,0,0,1.542648,18.978634,-2.140404,-0.539598,0.935913,cross court,In
Juan Potro,70,Backhand,Topspin,48.512222,21,0,0,-1.14766,5.718354,2.120315,25.237013,1.063218,cross court,In
Roger Federer,71,Forehand,Flat,55.899902,21,0,0,2.882086,16.719322,-2.419143,0.595095,0.520802,inside out,In
Juan Potro,72,Backhand,Topspin,60.303726,21,0,0,-1.696093,1.277283,4.371556,26.13719,0.79338,down the line,In
Roger Federer,73,Forehand,Topspin,59.558277,21,0,0,-2.005069,19.515783,-1.89047,-0.282506,0.554379,inside in,In
Juan Potro,74,Forehand,Topspin,60.193516,21,0,0,2.484564,3.181661,-1.610284,24.871309,0.548542,cross court,In
Roger Federer,75,Forehand,Topspin,59.153149,21,0,0,-2.479852,18.609018,3.74906,-0.983331,0.901092,cross court,In
Juan Potro,76,Forehand,Topspin,50.36348,21,0,0,-1.276663,2.721824,-3.310772,24.546495,0.754259,down the line,In
Roger Federer,77,Backhand,Slice,40.702724,21,0,0,0.768748,18.347977,-0.937236,-0.683663,0.625231,cross court,In
Juan Potro,78,Forehand,Topspin,71.948448,21,0,0,-3.346758,1.896008,0.766279,23.82139,0.661361,inside out,In
Juan Potro,79,Serve,Flat,108.461433,22,0,0,-0.497961,6.409031,0.859491,23.970884,2.492007,down the T,In
Roger Federer,80,Forehand,Topspin,43.785389,22,0,0,-0.688985,19.035778,-1.17254,-1.163493,0.767971,inside in,In
Juan Potro,81,Forehand,Topspin,52.049126,22,0,0,-0.995939,2.67999,-0.196546,24.656942,0.930732,down the line,In
Roger Federer,82,Forehand,Topspin,53.385254,22,0,0,1.922394,15.946022,-1.051771,-1.519469,0.932701,inside out,In
Juan Potro,83,Backhand,Slice,44.168842,22,0,0,-2.100082,1.54756,3.074478,25.354641,1.074451,cross court,In
Roger Federer,84,Backhand,Slice,42.461842,22,0,0,2.204688,19.743902,-3.091501,0.43079,0.512371,cross court,In
Juan Potro,85,Forehand,Topspin,60.690075,22,0,0,-1.284162,2.587795,3.024746,24.472874,0.931081,inside out,In
Roger Federer,86,Backhand,Topspin,61.352604,22,0,0,-0.891317,11.773762,-2.148445,-1.23874,0.703218,cross court,Net
Juan Potro,87,Serve,Slice,112.58358,23,0,0,5.116242,5.839818,-0.304116,22.365469,2.232979,out wide,Out
Juan Potro,88,Serve,Kick,26.1299,24,0,0,0.33235,17.709486,-0.197697,23.98315,2.387868,down the T,Net
Juan Potro,89,Serve,Kick,91.146385,25,0,0,-0.66354,5.931754,0.220274,22.283348,2.45663,down the T,In
Juan Potro,90,Serve,Kick,94.018143,26,0,0,0.383469,4.459668,-0.578206,24.166302,2.529948,down the T,Out
Roger Federer,91,Backhand,Topspin,60.891052,26,0,0,5.050728,20.569412,1.307159,-0.287089,1.128875,inside in,Out
Juan Potro,92,Serve,Kick,44.02494,27,0,0,0.550187,6.272565,0.453718,23.691286,2.07651,down the T,In
Roger Federer,93,Backhand,Topspin,52.487259,27,0,0,-0.740072,20.767187,0.718999,1.91401,1.237984,inside out,In
Juan Potro,94,Forehand,Topspin,70.291702,27,0,0,-2.731288,1.871667,-1.338261,24.659079,0.910173,down the line,In
Roger Federer,95,Backhand,Slice,38.795589,27,0,0,0.063478,20.323959,-2.690069,-0.065803,0.518781,cross court,In
Juan Potro,96,Forehand,Slice,62.353985,27,0,0,0.771566,20.103508,0.063478,21.532747,0.519691,inside out,Net
Juan Potro,97,Forehand,Topspin,72.327652,27,0,0,-3.522622,2.062815,1.575579,25.030508,1.246155,inside out,In
Juan Potro,98,Serve,Flat,87.402809,28,0,0,-0.55407,7.377764,0.669032,22.797304,2.38778,down the T,In
Roger Federer,99,Forehand,Flat,37.905842,28,0,0,-2.330723,17.958632,-1.322944,-0.557444,0.679665,inside in,In
Juan Potro,100,Serve,Flat,94.342575,29,0,0,-0.997531,6.026294,0.708314,24.068687,2.510064,down the T,In
Roger Federer,101,Forehand,Flat,47.162933,29,0,0,5.263047,17.087894,-1.211702,-0.572019,0.767047,inside in,Out
Juan Potro,102,Serve,Flat,94.570206,30,0,0,0.409496,4.354552,-0.17152,23.912029,2.577717,down the T,Out
Roger Federer,103,Backhand,Flat,57.569054,30,0,0,0.200939,11.74403,0.833876,-0.502714,0.87591,inside out,Net
Roger Federer,104,Serve,Slice,77.722229,31,0,0,-2.132701,11.721482,0.747038,-0.624097,2.288992,out wide,Net
Roger Federer,105,Serve,Flat,75.071632,32,0,0,-1.366788,16.556238,0.597565,-0.867445,2.522911,down the T,In
Juan Potro,106,Backhand,Flat,54.189713,32,0,0,-0.851801,3.045935,-1.6637,22.910728,1.09737,inside in,In
Roger Federer,107,Forehand,Topspin,58.661472,32,0,0,-2.015161,18.381901,-1.391775,-0.291197,0.802773,inside in,In
Juan Potro,108,FH Volley,Flat,17.320551,32,0,0,1.279577,4.264462,-2.047037,25.377802,0.890071,cross court,In
Roger Federer,109,Serve,Flat,78.07177,33,0,0,0.696497,17.239479,-0.694084,-0.96167,2.454841,down the T,In
Juan Potro,110,Forehand,Flat,48.561302,33,0,0,-1.798173,2.23443,0.037048,24.619432,0.931276,inside out,In
Roger Federer,111,Forehand,Topspin,52.822563,33,0,0,1.261842,19.787546,-1.864761,-0.380848,0.515187,inside out,In
Juan Potro,112,Forehand,Topspin,67.288864,33,0,0,-2.454327,1.726208,2.726702,23.968372,1.047845,inside out,In
Roger Federer,113,Backhand,Topspin,39.874268,33,0,0,1.356117,15.705364,-3.143577,-0.382573,0.682511,cross court,In
Juan Potro,114,Backhand,Slice,42.737831,33,0,0,-2.255035,1.655522,2.741371,22.871214,0.76916,cross court,In
Roger Federer,115,Forehand,Topspin,47.178898,33,0,0,1.197765,13.833609,-2.354268,0.155677,0.723161,inside out,In
Juan Potro,116,BH Volley,Flat,24.248772,33,0,0,1.241128,0.845751,1.197765,15.042397,0.767319,down the line,In
Roger Federer,117,Serve,Slice,72.40107,34,0,0,-2.012851,11.068432,0.992412,-0.960891,2.390798,out wide,Net
Roger Federer,118,Serve,Slice,63.490547,35,0,0,-1.782296,16.141859,0.967396,-1.222608,2.345607,down the T,In
Juan Potro,119,Forehand,Slice,56.393219,35,0,0,1.899032,6.773218,-2.881307,23.548059,0.899864,cross court,In
Roger Federer,120,Forehand,Topspin,54.87001,35,0,0,2.296888,19.431786,4.034907,0.580597,0.406186,down the line,In
Juan Potro,121,Backhand,Topspin,56.17392,35,0,0,-1.667458,1.81101,2.404757,25.274065,1.016011,cross court,In
Roger Federer,122,Backhand,Topspin,45.398109,35,0,0,-3.403548,19.243479,-2.163587,-1.13824,0.712949,down the line,In
Juan Potro,123,Forehand,Topspin,57.385071,35,0,0,1.535704,5.863884,-3.437904,25.471348,0.797042,cross court,In
Roger Federer,124,Serve,Slice,78.863647,36,0,0,0.422029,16.608738,-0.671629,0.531187,2.337517,down the T,In
Juan Potro,125,Forehand,Flat,40.202759,36,0,0,2.50481,2.221857,-0.058526,23.941767,0.853161,cross court,In
Roger Federer,126,Forehand,Topspin,46.251968,36,0,0,-2.061362,11.710934,2.610425,0.461693,1.133962,down the line,Net
Roger Federer,127,Serve,Flat,88.989807,37,0,0,-1.612588,16.866127,0.742708,0.109969,2.277779,down the T,In
Juan Potro,128,Backhand,Flat,53.431091,37,0,0,1.556161,3.005904,-1.449547,23.131433,1.009939,inside out,In
Roger Federer,129,Forehand,Topspin,62.164433,37,0,0,-2.61289,20.378336,2.194466,0.212509,0.73767,cross court,In
Juan Potro,130,Forehand,Topspin,61.359356,37,0,0,2.589388,4.099236,-3.663862,24.854553,0.939819,cross court,In
Roger Federer,131,Forehand,Topspin,40.754177,37,0,0,-5.580586,19.0429,3.52941,0.363454,0.891646,down the line,Out
Roger Federer,132,Serve,Slice,90.066864,38,0,0,4.38768,23.166218,-0.527371,1.099225,2.384054,out wide,Out
Roger Federer,133,Serve,Slice,67.618752,39,0,0,1.442481,15.545691,-0.804588,0.979778,2.654602,down the T,In
Juan Potro,134,Backhand,Slice,44.044056,39,0,0,-1.724225,1.748202,3.061982,22.112745,1.260126,cross court,In
Roger Federer,135,Forehand,Topspin,43.748489,39,0,0,-0.01987,16.331884,-1.946568,-0.313461,0.852879,inside in,In
Juan Potro,136,Backhand,Topspin,62.033035,39,0,0,-1.7723,2.606272,3.991815,25.5966,0.916426,cross court,In
Roger Federer,137,Backhand,Topspin,47.381405,39,0,0,-2.618976,19.656637,-2.805967,0.135774,0.85281,down the line,In
Juan Potro,138,Forehand,Topspin,49.485619,39,0,0,-3.961977,18.236794,-2.702957,24.836468,0.862753,cross court,Net
Roger Federer,139,Serve,Flat,90.662598,40,0,0,-1.190515,17.454126,0.028958,0.257688,2.335533,down the T,Out
Juan Potro,140,Backhand,Topspin,34.180359,41,0,0,0.182255,3.389893,-1.168197,23.59276,1.166767,inside out,In
Roger Federer,141,Serve,Slice,71.367439,42,0,0,-0.901979,16.64959,0.182255,1.05634,1.77492,down the T,In
Juan Potro,142,Backhand,Slice,32.636669,42,0,0,-3.334192,6.257665,-1.784556,23.158161,1.233263,inside in,In
Roger Federer,143,Backhand,Topspin,33.636139,42,0,0,-1.16656,16.275299,-4.060003,3.388097,0.544779,down the line,In
Juan Potro,144,FH Volley,Flat,22.516716,42,0,0,0.65092,6.014403,-1.16656,17.484087,1.537258,cross court,In
Roger Federer,145,Serve,Flat,76.060829,43,0,0,3.38439,16.458864,-0.732938,0.120259,2.153563,out wide,In
Juan Potro,146,Backhand,Topspin,56.894684,44,0,0,-0.696564,5.67961,5.126444,24.515156,1.093562,down the line,In
Roger Federer,147,Serve,Kick,77.567673,45,0,0,1.968544,15.760462,-0.696564,-0.064902,2.318142,down the T,In
Juan Potro,148,Backhand,Topspin,53.092525,45,0,0,-2.045464,-0.473687,3.35821,22.12639,1.181778,cross court,Out
Roger Federer,149,Backhand,Topspin,45.518047,45,0,0,1.703669,19.330158,-2.585782,-0.718407,0.758883,cross court,In
Juan Potro,150,Forehand,Topspin,63.77,45,0,0,-2.725585,2.116149,2.446339,24.999537,0.92339,inside out,In
Roger Federer,151,Backhand,Flat,40.472126,45,0,0,0.593313,18.685991,-3.795286,-1.915389,0.961965,cross court,In
Juan Potro,152,Forehand,Topspin,60.367775,45,0,0,-2.206759,4.444242,1.372468,23.688173,0.997975,inside out,In
Roger Federer,153,Backhand,Flat,44.239113,45,0,0,3.673022,17.055508,0,-0.525247,0,inside in,In
Roger Federer,154,Serve,Flat,70.751152,46,0,0,-2.23786,10.947842,0.193521,0.169472,2.345738,out wide,Net
Roger Federer,155,Serve,Slice,69.085327,47,0,0,-0.974309,16.675558,0.48586,-0.402066,2.138676,down the T,In
Juan Potro,156,Forehand,Slice,36.202465,47,0,0,4.906016,3.192807,-2.369474,23.688133,0.896668,down the line,Out
Juan Potro,157,Backhand,Topspin,36.565105,47,0,0,-1.808275,3.131008,4.381039,24.230982,0.849463,down the line,In
Roger Federer,158,Forehand,Flat,38.051697,47,0,0,2.591812,21.207964,-2.136231,0.612324,1.258216,inside out,In
Juan Potro,159,Backhand,Topspin,77.173569,47,0,0,1.84035,1.320578,3.852293,25.202997,0.968651,down the line,In
Roger Federer,160,Forehand,Slice,36.75061,47,0,0,-0.580053,17.131523,1.829209,-1.069711,0.80949,cross court,In
Juan Potro,161,Forehand,Flat,70.505539,47,0,0,-2.521144,1.250039,-1.163343,20.997755,0.707923,down the line,In
Roger Federer,162,Backhand,Topspin,37.387405,47,0,0,0.78852,23.79253,-2.741755,-1.741937,0.590641,cross court,Out
Roger Federer,163,Serve,Slice,77.099747,48,0,0,-1.246153,15.63154,0.736243,1.154771,2.225812,down the T,In
Juan Potro,164,Backhand,Slice,46.571594,48,0,0,-0.529906,3.382532,-1.612588,23.616068,1.132284,inside in,In
Roger Federer,165,Forehand,Topspin,65.100594,48,0,0,-3.573264,21.106915,-0.826397,1.438843,0.601515,inside in,In
Roger Federer,166,Serve,Flat,78.109604,49,0,0,2.645509,16.973289,-0.698787,0.193121,2.478962,out wide,In
Juan Potro,167,Backhand,Slice,33.231598,49,0,0,-1.285345,15.896702,4.092731,24.894495,0.900603,down the line,Net
Juan Potro,168,Serve,Flat,90.531143,50,0,0,2.65684,6.638219,-0.060162,23.818357,2.373093,out wide,In
Roger Federer,169,Forehand,Topspin,35.911301,50,0,0,-1.570958,5.747269,4.843858,-0.753786,0.86899,down the line,Net
Juan Potro,170,Serve,Flat,103.576897,51,0,0,-4.161197,4.303026,1.839678,23.299776,2.464365,out wide,Out
Roger Federer,171,Backhand,Flat,31.379215,51,0,0,-2.110811,17.410583,-5.817428,-0.477301,0.732635,down the line,In
Juan Potro,172,Forehand,Topspin,64.428909,51,0,0,1.860355,2.897164,-1.681273,19.664606,0.872765,cross court,In
Juan Potro,173,Serve,Flat,92.998589,52,0,0,0.372856,6.961698,-0.296087,23.445915,2.121346,down the T,In
Roger Federer,174,Backhand,Topspin,46.355145,52,0,0,3.722041,16.326012,1.727207,-0.134292,1.024535,inside in,In
Juan Potro,175,Backhand,Flat,57.712776,52,0,0,2.660602,12.706147,4.541718,20.834276,1.503756,down the line,Net
Roger Federer,176,Forehand,Flat,46.590626,52,0,0,-2.753024,16.716579,2.660602,11.5935,1.262853,cross court,In
Juan Potro,177,Serve,Flat,121.590271,53,0,0,-4.237784,3.454676,0.025229,22.662415,2.112967,out wide,Out
Juan Potro,178,Serve,Flat,76.844856,54,0,0,0.292448,6.177885,-0.571754,23.1761,2.601094,down the T,In
Roger Federer,179,Backhand,Topspin,45.403927,54,0,0,0.320635,18.365429,1.090228,-0.873824,0.844079,inside in,In
Juan Potro,180,Forehand,Topspin,45.459133,54,0,0,5.023903,-0.198043,0.058837,24.402853,0.915372,inside in,Out
Juan Potro,181,Serve,Slice,126.093613,55,0,0,-5.251526,7.594562,-0.544287,23.647026,2.062339,out wide,Out
Juan Potro,182,Serve,Flat,101.780067,56,0,0,-3.472363,5.612735,-1.037291,23.516712,2.19997,out wide,In
Roger Federer,183,Backhand,Flat,51.255421,56,0,0,2.080768,19.355312,-4.065493,1.173317,1.263181,cross court,In
Juan Potro,184,Backhand,Topspin,73.416039,56,0,0,1.416461,-1.156482,4.137909,24.741594,1.427845,down the line,Out
Juan Potro,185,Serve,Flat,79.520996,57,0,0,2.558468,6.255823,-0.546668,23.639757,2.016773,out wide,In
Roger Federer,186,Forehand,Topspin,56.258984,57,0,0,-2.547441,18.404022,4.268827,0.10721,0.907026,down the line,In
Juan Potro,187,Forehand,Topspin,56.487354,57,0,0,-0.679914,3.322738,-2.73631,23.125315,0.880408,down the line,In
Roger Federer,188,Backhand,Slice,43.910049,57,0,0,1.554133,18.564043,-0.206167,1.200442,1.081086,cross court,In
Juan Potro,189,Backhand,Topspin,62.703526,57,0,0,0.771052,1.716707,2.134703,24.720865,0.823699,down the line,In
Roger Federer,190,Forehand,Topspin,47.83857,57,0,0,-2.189997,19.902691,0.544114,0.993422,0.997163,cross court,In
Juan Potro,191,Forehand,Topspin,69.360588,57,0,0,-2.923086,1.589027,-2.617571,24.10825,0.884439,down the line,In
Roger Federer,192,Backhand,Slice,35.293396,57,0,0,0.77813,19.2924,-2.709729,-1.384451,0.688422,cross court,In
Juan Potro,193,Forehand,Topspin,69.123878,57,0,0,2.211771,5.932514,1.141904,24.300482,0.926227,inside in,In
Roger Federer,194,Forehand,Flat,36.526028,57,0,0,0.769166,16.135643,0,-0.525247,0,inside in,In
Juan Potro,195,Forehand,Flat,64.188927,57,0,0,-1.774346,2.434008,-0.173885,19.429346,0.854985,down the line,In
Juan Potro,196,Serve,Slice,95.454178,58,0,0,-0.510454,4.795197,0.351272,23.123558,2.392409,down the T,Out
Juan Potro,197,Serve,Flat,81.852516,59,0,0,-2.846132,6.8064,0.849059,24.570385,2.640242,out wide,In
Roger Federer,198,Backhand,Flat,55.843594,59,0,0,0.746473,15.724638,-4.161533,1.111372,1.210381,down the line,In
Juan Potro,199,Backhand,Topspin,65.013916,59,0,0,-0.540404,2.21939,2.321919,23.1159,0.879083,cross court,In
Roger Federer,200,Forehand,Topspin,58.947819,59,0,0,-2.501229,19.897045,-0.972207,-0.480317,0.655846,inside in,In
Juan Potro,201,Forehand,Topspin,75.565308,59,0,0,3.332445,2.523874,-2.620041,25.21776,0.880647,cross court,In
Roger Federer,202,Forehand,Topspin,37.25951,59,0,0,3.069628,9.320211,4.216642,-1.596409,0.900776,down the line,Net
Juan Potro,203,Serve,Flat,98.71888,60,0,0,0.307891,6.295421,-0.098234,22.298813,2.472866,down the T,In
Roger Federer,204,Backhand,Flat,33.164791,60,0,0,0.060834,10.708368,0.824851,-0.484385,0.981209,inside out,Net
Juan Potro,205,Serve,Flat,92.611366,61,0,0,-0.551315,5.850027,0.466993,23.620859,2.339223,down the T,In
Roger Federer,206,Forehand,Slice,32.88562,61,0,0,1.763872,6.993896,-0.702678,-0.460984,0.607953,inside in,Net
Juan Potro,207,Serve,Flat,70.666702,62,0,0,0.723876,6.729559,-0.200522,23.418528,2.333506,down the T,In
Roger Federer,208,Backhand,Topspin,43.489056,62,0,0,1.988132,16.5107,1.159741,1.570278,1.526741,inside in,In
Juan Potro,209,Backhand,Topspin,58.541824,62,0,0,3.201678,3.567706,3.050966,25.038685,0.735691,down the line,In
Roger Federer,210,Forehand,Topspin,34.071217,62,0,0,-0.641518,5.800497,3.414827,-0.217986,0.665015,down the line,Net
Juan Potro,211,Serve,Flat,103.748459,63,0,0,0.755841,6.56822,3.211103,24.79509,2.539382,down the T,Out
Juan Potro,212,Serve,Slice,84.407043,64,0,0,-3.192021,5.954051,1.590069,24.04756,2.67606,out wide,In
Roger Federer,213,Backhand,Flat,49.669315,64,0,0,-1.558648,17.828285,-3.416443,2.882347,1.238416,down the line,In
Roger Federer,214,Serve,Slice,78.046326,65,0,0,-3.632481,16.919121,0.995549,-0.751812,2.289037,out wide,In
Juan Potro,215,Forehand,Topspin,68.994179,65,0,0,0.823566,2.82775,-4.381938,23.572538,0.739641,down the line,In
Roger Federer,216,Forehand,Flat,51.904049,65,0,0,-0.364478,22.071175,1.243647,1.454567,0.177157,cross court,In
Juan Potro,217,Backhand,Topspin,61.759228,65,0,0,0.381245,5.569954,-0.234594,24.67277,0.775415,inside out,In
Roger Federer,218,Forehand,Flat,66.201401,65,0,0,3.084713,19.39011,0.711788,3.157888,0.857069,down the line,In
Juan Potro,219,Backhand,Slice,35.580902,65,0,0,-0.017304,5.159506,3.467169,26.110662,0.823873,cross court,In
Roger Federer,220,Serve,Flat,78.554581,66,0,0,2.613388,15.21022,-0.300692,-0.570979,2.415733,out wide,In
Juan Potro,221,Backhand,Slice,45.899635,66,0,0,5.193717,16.038387,4.747514,25.271112,1.033858,cross court,Net
Roger Federer,222,Serve,Slice,80.7817,67,0,0,-3.408106,16.201035,0.895513,-0.992276,2.310754,out wide,In
Juan Potro,223,Forehand,Flat,42.897682,67,0,0,-0.97267,17.054182,-4.826285,23.317631,0.962737,down the line,Net
Roger Federer,224,Serve,Flat,71.866074,68,0,0,-0.229373,16.011871,-0.580949,-0.75215,2.488441,down the T,Out
Juan Potro,225,Forehand,Slice,26.88401,68,0,0,2.165468,16.733578,-0.230438,23.445242,1.14568,down the line,Net
